Растение (RU)	Штамм бактерии	BacDive ID	Род бактерии	Оптимальная Т (°C)	Класс опасности (BSL)	Источник изоляции	Источник базы
Фасоль	Pseudomonas savastanoi	12931	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas savastanoi	12930	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas savastanoi	12929	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas syringae	13032	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas syringae	142732	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas syringae	157473	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas syringae	157447	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas viciae	167123	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas viridiflava	144183	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas viridiflava	157487	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Хлопок	Bacillus cereus	172151	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Хлопок	Pseudomonas aeruginosa	130996	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Хлопок	Pseudomonas fluorescens	134568	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Хлопок	Pseudomonas oryzihabitans	141648	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Хлопок	Pseudomonas putida	130999	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Хлопок	Stenotrophomonas maltophilia	13142	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Ячмень	Bacillus cereus	172105	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Ячмень	Bacillus subtilis	967	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Ячмень	Bacillus thuringiensis	1045	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Ячмень	Bacillus thuringiensis	1006	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Ячмень	Pseudomonas chlororaphis subsp. aurantiaca	13159	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Ячмень	Pseudomonas lini	13106	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Ячмень	Pseudomonas putida	12899	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Ячмень	Pseudomonas taiwanensis	13180	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Ячмень	Pseudomonas veronii	13055	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
