source	plant	plant_latin	bacterium	genus	evidence_type	evidence_score	condition	mechanism	reference	description
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			22915	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			130878	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			130877	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			130189	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			130188	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			130187	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			130186	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			130185	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			23668	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			23667	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			131655	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			131654	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			131653	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			131652	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			130881	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			130880	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			130879	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			137292	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			142101	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			158873	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			158872	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			158871	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			158870	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			158869	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus subtilis	Bacillus	database	1.0			157622	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus thermoamylovorans	Bacillus	database	1.0			1197	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Bacillus tropicus	Bacillus	database	1.0			140962	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Heyndrickxia coagulans	Bacillus	database	1.0			655	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Niallia circulans	Bacillus	database	1.0			644	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Niallia circulans	Bacillus	database	1.0			139687	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Niallia circulans	Bacillus	database	1.0			157592	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Niallia circulans	Bacillus	database	1.0			157591	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Niallia circulans	Bacillus	database	1.0			157590	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Niallia taxi	Bacillus	database	1.0			164454	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas abyssi	Pseudomonas	database	1.0			159712	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas aeruginosa	Pseudomonas	database	1.0			159020	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas aeruginosa	Pseudomonas	database	1.0			161468	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas alkylphenolica	Pseudomonas	database	1.0			161808	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas amygdali	Pseudomonas	database	1.0			13051	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas atacamensis	Pseudomonas	database	1.0			166373	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas avellanae	Pseudomonas	database	1.0			13058	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas canadensis	Pseudomonas	database	1.0			133410	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas chlororaphis subsp. piscium	Pseudomonas	database	1.0			13181	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas cichorii	Pseudomonas	database	1.0			12817	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas citronellolis	Pseudomonas	database	1.0			12823	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas edaphica	Pseudomonas	database	1.0			166232	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas flavescens	Pseudomonas	database	1.0			13060	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas fluorescens	Pseudomonas	database	1.0			12859	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas glycinae	Pseudomonas	database	1.0			166380	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas graminis	Pseudomonas	database	1.0			131075	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas huaxiensis	Pseudomonas	database	1.0			164413	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas jilinensis	Pseudomonas	database	1.0			166137	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas laurylsulfativorans	Pseudomonas	database	1.0			159659	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas luteola	Pseudomonas	database	1.0			13047	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas luteola	Pseudomonas	database	1.0			13046	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas nitroreducens	Pseudomonas	database	1.0			146190	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas populi	Pseudomonas	database	1.0			140904	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas profundi	Pseudomonas	database	1.0			158812	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas putida	Pseudomonas	database	1.0			12924	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas putida	Pseudomonas	database	1.0			12896	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas qingdaonensis	Pseudomonas	database	1.0			164301	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas reidholzensis	Pseudomonas	database	1.0			140983	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas rhodesiae	Pseudomonas	database	1.0			12862	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas saliphila	Pseudomonas	database	1.0			166315	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas savastanoi	Pseudomonas	database	1.0			12932	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas savastanoi	Pseudomonas	database	1.0			12927	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas silesiensis	Pseudomonas	database	1.0			158344	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sivasensis	Pseudomonas	database	1.0			170903	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			13089	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			13088	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			12991	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			12990	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			13090	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			148954	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			159036	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			159035	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			159034	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			159033	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			157815	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			157814	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			157813	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			157810	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			157809	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas sp.	Pseudomonas	database	1.0			157808	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas syringae	Pseudomonas	database	1.0			13020	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas syringae	Pseudomonas	database	1.0			23205	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas syringae	Pseudomonas	database	1.0			157475	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas turukhanskensis	Pseudomonas	database	1.0			133231	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	pea		Pseudomonas wadenswilerensis	Pseudomonas	database	1.0			140982	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	potato		Bacillus cereus	Bacillus	database	1.0			171576	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	potato		Bacillus subtilis	Bacillus	database	1.0			979	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	potato		Bacillus subtilis	Bacillus	database	1.0			157307	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	potato		Bacillus thuringiensis	Bacillus	database	1.0			1031	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	potato		Bacillus velezensis	Bacillus	database	1.0			153720	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	potato		Pseudomonas chlororaphis subsp. aureofaciens	Pseudomonas	database	1.0			12816	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	potato		Pseudomonas donghuensis	Pseudomonas	database	1.0			131382	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	potato		Pseudomonas endophytica	Pseudomonas	database	1.0			168177	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	potato		Pseudomonas grimontii	Pseudomonas	database	1.0			12865	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	potato		Pseudomonas nunensis	Pseudomonas	database	1.0			170568	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	potato		Pseudomonas punonensis	Pseudomonas	database	1.0			24438	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	potato		Pseudomonas tolaasii	Pseudomonas	database	1.0			13053	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	sunflower		Pseudomonas aeruginosa	Pseudomonas	database	1.0			12795	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum baldaniorum	Azospirillum	database	1.0			167292	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum brasilense	Azospirillum	database	1.0			146216	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum brasilense	Azospirillum	database	1.0			13980	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum brasilense	Azospirillum	database	1.0			13973	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum brasilense	Azospirillum	database	1.0			13972	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum canadense	Azospirillum	database	1.0			134232	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum largimobile	Azospirillum	database	1.0			13984	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum largimobile	Azospirillum	database	1.0			13983	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum lipoferum	Azospirillum	database	1.0			137718	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum melinis	Azospirillum	database	1.0			134169	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum picis	Azospirillum	database	1.0			13999	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum rugosum	Azospirillum	database	1.0			13998	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum thiophilum	Azospirillum	database	1.0			14000	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Azospirillum zeae	Azospirillum	database	1.0			134266	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus amyloliquefaciens	Bacillus	database	1.0			598	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus atrophaeus	Bacillus	database	1.0			1077	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus cabrialesii	Bacillus	database	1.0			166294	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus cereus	Bacillus	database	1.0			628	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus cereus	Bacillus	database	1.0			624	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus cereus	Bacillus	database	1.0			623	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus cereus	Bacillus	database	1.0			605	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus cereus	Bacillus	database	1.0			171577	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus cereus	Bacillus	database	1.0			171509	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus cereus	Bacillus	database	1.0			172006	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus cereus	Bacillus	database	1.0			172116	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus cereus	Bacillus	database	1.0			172115	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus cereus	Bacillus	database	1.0			172095	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus cytotoxicus	Bacillus	database	1.0			1323	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus haynesii	Bacillus	database	1.0			140691	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus inaquosorum	Bacillus	database	1.0			1289	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus licheniformis	Bacillus	database	1.0			689	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus mycoides	Bacillus	database	1.0			1153	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus nakamurai	Bacillus	database	1.0			140523	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus pseudomycoides	Bacillus	database	1.0			1151	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus pumilus	Bacillus	database	1.0			756	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus siamensis	Bacillus	database	1.0			1302	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus sonorensis	Bacillus	database	1.0			1201	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus sp.	Bacillus	database	1.0			836	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus sp.	Bacillus	database	1.0			139695	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus subtilis	Bacillus	database	1.0			1172	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus tequilensis	Bacillus	database	1.0			134164	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus tianshenii	Bacillus	database	1.0			23717	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus vallismortis	Bacillus	database	1.0			1150	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus velezensis	Bacillus	database	1.0			1310	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Bacillus wiedmannii	Bacillus	database	1.0			133012	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Heyndrickxia coagulans	Bacillus	database	1.0			650	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Niallia circulans	Bacillus	database	1.0			642	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas aeruginosa	Pseudomonas	database	1.0			12800	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas aeruginosa	Pseudomonas	database	1.0			12784	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas aeruginosa	Pseudomonas	database	1.0			12768	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas aeruginosa	Pseudomonas	database	1.0			12758	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas aeruginosa	Pseudomonas	database	1.0			134453	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas aeruginosa	Pseudomonas	database	1.0			137804	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas aeruginosa	Pseudomonas	database	1.0			163413	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas alcaligenes	Pseudomonas	database	1.0			12807	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas azotoformans	Pseudomonas	database	1.0			13141	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas baetica	Pseudomonas	database	1.0			13189	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas brassicacearum	Pseudomonas	database	1.0			176791	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas brassicacearum subsp. neoaurantiaca	Pseudomonas	database	1.0			13174	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas brenneri	Pseudomonas	database	1.0			13087	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas chlororaphis	Pseudomonas	database	1.0			13160	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas chlororaphis subsp. aureofaciens	Pseudomonas	database	1.0			13158	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas corrugata	Pseudomonas	database	1.0			13044	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas crudilactis	Pseudomonas	database	1.0			169712	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas cyclaminis	Pseudomonas	database	1.0			167286	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas extremorientalis	Pseudomonas	database	1.0			13091	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas fluorescens	Pseudomonas	database	1.0			12851	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas folii	Pseudomonas	database	1.0			170027	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas frederiksbergensis	Pseudomonas	database	1.0			13063	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas granadensis	Pseudomonas	database	1.0			130577	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas japonica	Pseudomonas	database	1.0			13165	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas jessenii	Pseudomonas	database	1.0			13111	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas koreensis	Pseudomonas	database	1.0			13097	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas lactis	Pseudomonas	database	1.0			140299	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas linyingensis	Pseudomonas	database	1.0			168024	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas lurida	Pseudomonas	database	1.0			13092	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas mendocina	Pseudomonas	database	1.0			12866	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas nitritireducens	Pseudomonas	database	1.0			170026	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas nitroreducens	Pseudomonas	database	1.0			13080	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas oryzihabitans	Pseudomonas	database	1.0			13048	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas pergaminensis	Pseudomonas	database	1.0			174705	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas plecoglossicida	Pseudomonas	database	1.0			13086	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas prosekii	Pseudomonas	database	1.0			169070	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas protegens	Pseudomonas	database	1.0			13154	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas proteolytica	Pseudomonas	database	1.0			13095	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas psychrotolerans	Pseudomonas	database	1.0			13105	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas putida	Pseudomonas	database	1.0			12871	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	wheat		Pseudomonas resinovorans	Pseudomonas	database	1.0			13147	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
